employeur_or,employeur,commune,lat,long,departement,pays,type_employ,intitule_or,intitule,type,date,annee
Communauté d’agglomération Paris-Saclay,Communauté Paris-Saclay,Évry-Courcouronnes,48.623832,2.4295664,Essonne,France,EPCI,un Archiviste (h/f),un Archiviste,Public,26/04/2018,2018
Communauté d’Agglomération Pau Béarn Pyrénées,communauté d'agglomération Pau Béarn Pyrénées,Pau,43.300833333333,-0.37,Pyrénées-Atlantiques,France,EPCI,"un Archiviste en charge du pré-archivage de l’agglomération, de Ville et du C.C.A.S. de Pau (F/H)","un Archiviste en charge du pré-archivage de l’agglomération, de Ville et du C.C.A.S. de Pau",Public,02/07/2021,2021
communauté d’agglomération Pau Béarn Pyrénées,communauté d'agglomération Pau Béarn Pyrénées,Pau,43.300833333333,-0.37,Pyrénées-Atlantiques,France,EPCI,un responsable Des Archives communautaires (h/f),un responsable Des Archives communautaires,Public,27/06/2019,2019
Communauté d’agglomération Pau Béarn Pyrénées,communauté d'agglomération Pau Béarn Pyrénées,Pau,43.300833333333,-0.37,Pyrénées-Atlantiques,France,EPCI,un Archiviste chargé du traitement physique et intellectuel des fonds (H/F),un Archiviste chargé du traitement physique et intellectuel des fonds,Public,18/01/2019,2019
communauté d’agglomération Pau Pyrénées,communauté d'agglomération de Pau-Pyrénées,Pau,43.300833333333,-0.37,Pyrénées-Atlantiques,France,EPCI,un  Assistant ou assistant qualifié de conservation du patrimoine et des bibliothèques chargé des archives contemporaines,un Assistant ou assistant qualifié de conservation du patrimoine et des bibliothèques chargé des archives contemporaines,Public,12/01/2011,2011
Communauté d’Agglomération Pau-Pyrénées,communauté d'agglomération de Pau-Pyrénées,Pau,43.300833333333,-0.37,Pyrénées-Atlantiques,France,EPCI,un Archiviste – chargé du traitement des fonds (h/f),un Archiviste – chargé du traitement des fonds,Public,01/03/2016,2016
PRO ARCHIVES SYSTEMES,Pro Archives Systèmes,Bordeaux,44.837777777778,-0.57944444444444,Gironde,France,Entreprise,un Archiviste F/H (CDD 6 mois renouvelable),un Archiviste (CDD 6 mois renouvelable),Privé,08/07/2020,2020
communauté d’agglomération Pau-Pyrénées,communauté d'agglomération de Pau-Pyrénées,Pau,43.300833333333,-0.37,Pyrénées-Atlantiques,France,EPCI,un assistant archiviste (H/F),un assistant archiviste,Public,11/02/2009,2009
société CADN,La société CADN,Dunkerque,51.037777777778,2.3763888888889,Nord,France,Entreprise,un(e) archiviste,un archiviste,Privé,01/07/2021,2021
communauté d’agglomération Pays basque,communauté d'agglomération du Pays basque,Bayonne,43.4925,-1.4763888888889,Pyrénées-Atlantiques,France,EPCI,Un Archiviste (H/F),Un Archiviste,Public,02/01/2019,2019
IFP Energies nouvelles,IFP Énergies nouvelles,Rueil-Malmaison,48.877777777778,2.1883333333333,Hauts-de-Seine,France,Entreprise,un Archiviste H/F (CDD 18 mois),un Archiviste  (CDD 18 mois),Privé,24/06/2020,2020
communauté d’agglomération Pays Basque,communauté d'agglomération du Pays basque,Bayonne,43.4925,-1.4763888888889,Pyrénées-Atlantiques,France,EPCI,Un Archiviste (H/F),Un Archiviste,Public,09/10/2018,2018
Communauté d’agglomération Porte de Isère,communauté d'agglomération Porte de l'Isère,L'Isle-d'Abeau,45.619444444444,5.2330555555556,Isère,France,EPCI,un(e) archiviste itinérant(e) (H/F),un archiviste itinérant,Public,24/08/2018,2018
AGS ARCHIVAGE,La société AGS Archivage,NA,,,La Réunion,France,Entreprise,Un(e) ingénieur archiviste basé à Réunion (et Mayotte),Un ingénieur archiviste basé à Réunion (et Mayotte),Privé,09/06/2020,2020
Communauté d’agglomération Porte de Isère,communauté d'agglomération Porte de l'Isère,L'Isle-d'Abeau,45.619444444444,5.2330555555556,Isère,France,EPCI,un archiviste (h/f),un archiviste,Public,26/06/2015,2015
communauté d’agglomération Porte de Isère,communauté d'agglomération Porte de l'Isère,L'Isle-d'Abeau,45.619444444444,5.2330555555556,Isère,France,EPCI,un-e archiviste,un archiviste,Public,20/01/2014,2014
Communauté d’agglomération Porte de Isère,communauté d'agglomération Porte de l'Isère,L'Isle-d'Abeau,45.619444444444,5.2330555555556,Isère,France,EPCI,un(e) archiviste,un archiviste,Public,12/08/2009,2009
CFDT,Confédération française démocratique du travail,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un.e archiviste,archiviste,Privé,04/06/2020,2020
Communauté d’Agglomération Portes de Isère,communauté d'agglomération Porte de l'Isère,L'Isle-d'Abeau,45.619444444444,5.2330555555556,Isère,France,EPCI,un responsable Du pôle info doc archives (H/F),un responsable Du pôle info doc archives,Public,02/05/2018,2018
AGS ARCHIVAGE,La société AGS Archivage,Bastia,42.7,9.4494444444444,Haute-Corse,France,Entreprise,Un(e) ingénieur archiviste,Un ingénieur archiviste,Privé,20/05/2020,2020
Communauté d’agglomération Roissy-Pays-de-France,communauté d'agglomération Roissy Pays de France,Roissy-en-France,49.004166666667,2.5180555555556,Val-d'Oise,France,EPCI,un archiviste catégorie A (h/f),un archiviste catégorie A,Public,02/04/2020,2020
Les Archives nationales du Luxembourg,archives nationales de Luxembourg,Luxembourg,49.610555555556,6.1327777777778,NA,Luxembourg,Entreprise,un archiviste/records manager qualifié en archivage électronique (h/f),un archiviste/records manager qualifié en archivage électronique,Privé,12/05/2020,2020
"Communauté d’agglomération Saint-Dizier, Der & Blaise","communauté d'agglomération Saint-Dizier, Der et Blaise",Saint-Dizier,48.637777777778,4.9488888888889,Haute-Marne,France,EPCI,Un responsable Des archives municipales et communautaires (H/F),Un responsable Des archives municipales et communautaires,Public,30/09/2019,2019
"Communauté d’agglomération Saint-Dizier, Der & Blaise","communauté d'agglomération Saint-Dizier, Der et Blaise",Saint-Dizier,48.637777777778,4.9488888888889,Haute-Marne,France,EPCI,un responsable Des archives municipales et communautaires (H/F),un responsable Des archives municipales et communautaires,Public,15/05/2019,2019
société Amplexor,Amplexor Business Services,Toulouse,43.604444444444,1.4438888888889,Haute-Garonne,France,Entreprise,un(e) Chargé(e) de projets archives,un Chargé de projets archives,Privé,22/04/2020,2020
communauté d’agglomération Seine Eure,communauté d'agglomération Seine-Eure,Louviers,49.215277777778,1.1655555555556,Eure,France,EPCI,Un Adjoint au responsable Du service des Archives (H/F),Un Adjoint au responsable Du service des Archives,Public,26/04/2016,2016
French Lines & Compagnies,French Lines,Le Havre,49.494166666667,0.10805555555556,Seine-Maritime,France,Entreprise,"un.e Archiviste, responsable Du service des archives et des bibliothèques","Archiviste, responsable Du service des archives et des bibliothèques",Privé,06/04/2020,2020
Communauté de Communes Charenton-Saint Maurice,communauté de communes de Charenton-le-Pont Saint-Maurice,Charenton-le-Pont,48.821388888889,2.4119444444444,Val-de-Marne,France,EPCI,son/sa responsable Des archives et de la documentation,son/sa responsable Des archives et de la documentation,Public,22/10/2014,2014
Communauté de Communes Charenton-Saint Maurice,communauté de communes de Charenton-le-Pont Saint-Maurice,Charenton-le-Pont,48.821388888889,2.4119444444444,Val-de-Marne,France,EPCI,Un ou Un(e) adjoint du responsable Du service des archives - documentation,Un ou Un adjoint du responsable Du service des archives - documentation,Public,07/02/2013,2013
Agence française de développement,Agence française de développement,Paris,48.856944444444,2.3513888888889,Paris,France,Établissement public,un archiviste (h/f),un archiviste,Public,01/04/2020,2020
société AMPLEXOR,Amplexor Business Services,Chusclan,44.149166666667,4.6830555555556,Gard,France,Entreprise,un archiviste (H/F),un archiviste,Privé,27/03/2020,2020
Communauté de Communes Charenton-Saint Maurice,communauté de communes de Charenton-le-Pont Saint-Maurice,Charenton-le-Pont,48.821388888889,2.4119444444444,Val-de-Marne,France,EPCI,Un ou Un(e) responsable Des archives et de la documentation,Un ou Un responsable Des archives et de la documentation,Public,05/03/2012,2012
Communauté de Communes Charenton-Saint Maurice,communauté de communes de Charenton-le-Pont Saint-Maurice,Charenton-le-Pont,48.821388888889,2.4119444444444,Val-de-Marne,France,EPCI,Recrute un responsable Des archives et de la documentation,Recrute un responsable Des archives et de la documentation,Public,03/02/2010,2010
Communauté de Communes Charenton-Saint-Maurice,communauté de communes de Charenton-le-Pont Saint-Maurice,Charenton-le-Pont,48.821388888889,2.4119444444444,Val-de-Marne,France,EPCI,un adjoint du responsable archives et documentation,un adjoint du responsable archives et documentation,Public,18/12/2014,2014
communauté de communes Coeur de Garonne,communauté de communes Cœur de Garonne,Cazères,43.206388888889,1.0858333333333,Haute-Garonne,France,EPCI,un archiviste intercommunal (H/F),un archiviste intercommunal,Public,19/04/2019,2019
Communauté de agglomération Rouen Elbeuf Austreberthe,communauté d'agglomération Rouen-Elbeuf-Austreberthe,Rouen,49.443055555556,1.1025,Seine-Maritime,France,EPCI,Un(e) archiviste,Un archiviste,Public,29/12/2015,2014
Communauté de Agglomération Rouen-Elbeuf-Austreberthe,communauté d'agglomération Rouen-Elbeuf-Austreberthe,Rouen,49.443055555556,1.1025,Seine-Maritime,France,EPCI,Un Archiviste (H/F),Un Archiviste,Public,12/09/2012,2012
société Locarchives,Locarchives,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un chef de projet client (H/F),un chef de projet client,Privé,03/03/2020,2020
Communauté de Agglomération Rouen-Elbeuf-Austreberthe,communauté d'agglomération Rouen-Elbeuf-Austreberthe,Rouen,49.443055555556,1.1025,Seine-Maritime,France,EPCI,Un Archiviste (H/F)  (Assistant qualifié de conservation du patrimoine  - Catégorie B),Un Archiviste (Assistant qualifié de conservation du patrimoine - Catégorie B),Public,16/03/2010,2010
Communauté du Pays Voironnais,Pays voironnais,Voiron,45.363333333333,5.59,Isère,France,EPCI,un archiviste,un archiviste,Public,03/03/2011,2011
communauté urbaine d’Alençon,communauté urbaine d'Alençon,Alençon,48.429722222222,0.091944444444444,Orne,France,EPCI,un adjoint au responsable Des archives,un adjoint au responsable Des archives,Public,24/03/2014,2014
Rhenus Logistics,Rhenus Logistics,Le Val d'Hazey,49.1744444444,1.33527777778,Eure,France,Entreprise,un responsable Commercial Junior H/F,un responsable Commercial Junior,Privé,24/02/2020,2020
communauté urbaine de Lyon,communauté urbaine de Lyon,Lyon,45.758888888889,4.8413888888889,Rhône,France,EPCI,un responsable Cellule valorisation (h/f),un responsable Cellule valorisation,Public,11/02/2014,2014
communauté urbaine de Lyon,communauté urbaine de Lyon,Lyon,45.758888888889,4.8413888888889,Rhône,France,EPCI,un(e) responsable Conseil en archivage,un responsable Conseil en archivage,Public,13/12/2007,2007
communauté urbaine de Strasbourg,Eurométropole de Strasbourg,Strasbourg,48.573333333333,7.7522222222222,Bas-Rhin,France,EPCI,un archiviste responsable De la salle De lecture - h/f,un archiviste responsable De la salle De lecture - ,Public,02/12/2013,2013
Communauté urbaine de Strasbourg,Eurométropole de Strasbourg,Strasbourg,48.573333333333,7.7522222222222,Bas-Rhin,France,EPCI,un archiviste numérique – h/f  Attaché de conservation du patrimoine,un archiviste numérique –  Attaché de conservation du patrimoine,Public,03/05/2012,2012
communauté urbaine de Strasbourg,Eurométropole de Strasbourg,Strasbourg,48.573333333333,7.7522222222222,Bas-Rhin,France,EPCI,un assistant chargé des expositions et de Communication (h/f),un assistant chargé des expositions et de Communication,Public,04/04/2008,2008
Communauté Urbaine MarseilProvence Métropole,communauté urbaine Marseille Provence Métropole,Marseille,43.296666666667,5.3763888888889,Bouches-du-Rhône,France,EPCI,un Assistant ou Assistant qualifié de conservation du patrimoine,un Assistant ou Assistant qualifié de conservation du patrimoine,Public,12/02/2008,2008
Fédération internationale de s sociétés de Croix-Rouge et du Croissant-Rouge,Fédération internationale des Sociétés de la Croix-Rouge et du Croissant-Rouge,Genève,46.2,6.15,NA,Suisse,Entreprise,"un(e) Archiviste, archives audiovisuelles (CDD 2 ans)","un Archiviste, archives audiovisuelles (CDD 2 ans)",Privé,06/02/2020,2020
commune de Fos sur Mer,Fos-sur-Mer,Fos-sur-Mer,43.454444444444,4.9436111111111,Bouches-du-Rhône,France,Commune,un chef du service des archives (h/f),un chef du service des archives,Public,02/12/2013,2013
Commune de Thonon-les-Bains,Thonon-les-Bains,Thonon-les-Bains,46.370555555556,6.4797222222222,Haute-Savoie,France,Commune,un(e) Assistant(e) qualifié (e) de Conservation du Patrimoine,un Assistant qualifié  de Conservation du Patrimoine,Public,02/10/2007,2007
Compagnie de Jésus (congrégation des Jésuites) – Province d’Europe Occidentafrancophone,Compagnie de Jésus (congrégation des Jésuites) – Province d’Europe Occidentale francophone,Vanves,48.82,2.2888888888889,Hauts-de-Seine,France,Entreprise,un Archiviste adjoint(e) (H/F),un Archiviste adjoint,Privé,03/09/2019,2019
Société Générale,La Société Générale,NA,,,NA,France,Entreprise,un « Group Data Record Manager »,un  Group Data Record Manager,Privé,29/01/2020,2020
Cour des Comptes,Cour des comptes,Paris,48.856944444444,2.3513888888889,Paris,France,État et service déconcentré,un·e  chef·fe de la division « productions internes des juridictions financières »,un chef de la division  productions internes des juridictions financières,Public,27/08/2019,2019
Cour des comptes,Cour des comptes,Paris,48.856944444444,2.3513888888889,Paris,France,État et service déconcentré,un(e) responsable Du pôle « archives et patrimoine »,un responsable Du pôle  archives et patrimoine,Public,24/10/2017,2017
Cour des Comptes,Cour des comptes,Paris,48.856944444444,2.3513888888889,Paris,France,État et service déconcentré,un(e) chef(fe) de la division « productions internes des JF » au sein de la direction de la documentation,un chef de la division  productions internes des JF  au sein de la direction de la documentation,Public,09/05/2017,2017
Cour des Comptes,Cour des comptes,Paris,48.856944444444,2.3513888888889,Paris,France,État et service déconcentré,un/e adjoint/e du pôle « Archives et patrimoine »,un adjoint du pôle  Archives et patrimoine,Public,26/10/2016,2016
Cour des Comptes,Cour des comptes,Paris,48.856944444444,2.3513888888889,Paris,France,État et service déconcentré,un Adjoint à responsable Du pôle « archives et patrimoine »,un Adjoint à responsable Du pôle  archives et patrimoine,Public,09/09/2014,2014
